game_id,date,home_team,away_team,home_name,away_name,model_home_win_prob,model_away_win_prob,avg_total_runs,std_total_runs,actual_home_win,actual_home_score,actual_away_score,sim_home_prob,elo_home_prob,home_real_profiles,away_real_profiles,home_starter_id,away_starter_id,year,total_line,model_over_prob,model_under_prob,market_over_nv_prob,market_under_nv_prob,best_over_odds,best_under_odds,best_over_book,best_under_book,over_edge,under_edge,totals_bet_side,totals_bet_odds,totals_bet_edge,totals_bet_fraction,totals_bet_stake,totals_bet_profit,totals_bet_won,confidence,market_home_nv_prob,market_away_nv_prob,best_home_odds,best_away_odds,best_home_book,best_away_book,pinnacle_home,pinnacle_away,vig,home_edge,away_edge,home_ev,away_ev,bet_side,bet_odds,bet_edge,bet_fraction,bet_stake,bet_profit,bet_won
746167,2024-03-29,LAD,STL,Los Angeles Dodgers,St. Louis Cardinals,0.621,0.379,13.206,5.179726247592627,True,6,3,0.621,,9,9,676272,668868,2024,8.5,0.821,0.179,0.5236051502145922,0.47639484978540764,-122.0,100.0,fanduel,fanduel,0.0892184549356223,-0.0892184549356223,over,-122.0,0.0892184549356223,0.03511710085836907,351.17,287.84,1.0,1.0,0.6659815005138747,0.3340184994861253,-225.0,188.0,fanduel,fanduel,,,0.03952991452991439,-0.0404833504624873,0.040483350462487244,-0.09650267214799596,0.0785653278520041,,,,0.0,0.0,0.0,
745850,2024-03-30,NYM,MIL,New York Mets,Milwaukee Brewers,0.561,0.43899999999999995,9.87,4.547427844397314,False,6,7,0.561,,9,9,622663,669084,2024,8.0,0.6288770053475936,0.3711229946524064,0.5,0.5,-110.0,-110.0,fanduel,fanduel,0.038663101604278105,-0.038663101604278105,,,,0.0,0.0,0.0,,1.0,0.5369611539091952,0.4630388460908048,-126.0,108.0,fanduel,fanduel,,,0.038291354663036126,0.02163496148172439,-0.02163496148172439,0.001926365701173105,-0.08187992001311267,,,,0.0,0.0,0.0,
746818,2024-03-30,CWS,DET,Chicago White Sox,Detroit Tigers,0.381,0.619,9.281,4.485090746016183,False,6,7,0.381,,9,9,647336,628317,2024,8.5,0.521,0.479,0.5108342361863488,0.4891657638136511,-115.0,-105.0,fanduel,fanduel,0.0030497291440954033,-0.003049729144095348,,,,0.0,0.0,0.0,,1.0,0.4257656915258893,0.5742343084741107,126.0,-148.0,fanduel,fanduel,,,0.039252069654581945,-0.040289122373300346,0.04028912237330029,-0.128822953715149,0.029741965203769816,,,,0.0,0.0,0.0,
747063,2024-03-30,BAL,LAA,Baltimore Orioles,Los Angeles Angels,0.719,0.281,10.189,4.703113755800512,True,13,4,0.719,,9,9,680570,656288,2024,13.5,0.234,0.766,0.4710743801652893,0.5289256198347108,100.0,-128.0,fanduel,fanduel,-0.0711223140495868,0.0711223140495868,under,-128.0,0.0711223140495868,0.0220273223140496,220.27,-220.27,0.0,1.0,0.5823742190069057,0.41762578099309433,-154.0,130.0,fanduel,fanduel,,,0.041081821294077336,0.12296320289378482,-0.12296320289378487,0.16334873482321677,-0.32227607037158823,home,-154.0,0.12296320289378482,0.05,500.0,324.68,1.0
745599,2024-03-30,PHI,ATL,Philadelphia Phillies,Atlanta Braves,0.48600000000000004,0.514,9.701,4.717372043839664,False,4,12,0.48600000000000004,,9,9,605400,608331,2024,16.5,0.088,0.912,0.5289256198347108,0.4710743801652893,-128.0,100.0,fanduel,fanduel,-0.13227768595041323,0.13227768595041328,under,100.0,0.13227768595041328,0.05,500.0,500.0,1.0,1.0,0.46303884609080476,0.5369611539091952,108.0,-126.0,fanduel,fanduel,,,0.038291354663036126,0.02066503851827578,-0.020665038518275614,0.006104079986887556,-0.07394506287025543,,,,0.0,0.0,0.0,
745684,2024-03-30,OAK,CLE,Oakland Athletics,Cleveland Guardians,0.325,0.675,8.778,4.086650951573917,False,3,12,0.325,,9,9,676664,676440,2024,13.5,0.114,0.886,0.48124062031015497,0.5187593796898449,-104.0,-122.0,fanduel,fanduel,-0.11017218609304652,0.11017218609304658,under,-122.0,0.11017218609304658,0.04405701900950476,440.57,-440.57,0.0,1.0,0.4846032025338729,0.5153967974661271,-102.0,-116.0,fanduel,fanduel,,,0.041987532086542156,-0.1436428822804856,0.1436428822804856,-0.324764855968782,0.2271773347005891,away,-116.0,0.1436428822804856,0.05,500.0,431.03,1.0
746736,2024-03-30,CIN,WSN,Cincinnati Reds,Washington Nationals,0.668,0.33199999999999996,10.406,4.432286543083603,False,6,7,0.668,,9,9,668881,571578,2024,9.5,0.538,0.462,0.4958445875753168,0.5041554124246831,-111.0,-115.0,fanduel,fanduel,0.012646623727404993,-0.012646623727404938,,,,0.0,0.0,0.0,,1.0,0.6027039848197344,0.3972960151802656,-168.0,142.0,fanduel,fanduel,,,0.0400888121376588,0.058766413662239,-0.05876641366223906,0.055202778530767216,-0.18075836432637576,,,,0.0,0.0,0.0,
745119,2024-03-30,TBR,TOR,Tampa Bay Rays,Toronto Blue Jays,0.501,0.499,8.504,4.089496790559934,True,5,1,0.501,,9,9,641793,579328,2024,5.5,0.755,0.245,0.4669102720259846,0.5330897279740154,102.0,-130.0,fanduel,fanduel,0.08642691839220457,-0.08642691839220462,over,102.0,0.08642691839220457,0.028858118785476023,288.58,294.35,1.0,,,,,,,,,,,,,,,,,,,,,
746333,2024-03-30,KCR,MIN,Kansas City Royals,Minnesota Twins,0.47800000000000004,0.522,8.466,4.244860892891544,False,1,5,0.47800000000000004,,9,9,607625,657746,2024,4.5,0.831,0.169,0.5289256198347108,0.4710743801652893,-128.0,100.0,fanduel,fanduel,0.08475042229026397,-0.08475042229026403,over,-128.0,0.08475042229026397,0.029795344011235604,297.95,232.77,1.0,0.935204791216104,0.510397604391948,0.48960239560805197,-118.0,-108.0,fanduel,fanduel,,,0.06051517290049402,-0.027268555366146308,0.027268555366146363,-0.10743955349470524,-0.004544835160803173,,,,0.0,0.0,0.0,
746087,2024-03-30,MIA,PIT,Miami Marlins,Pittsburgh Pirates,0.56,0.43999999999999995,8.187,4.220667127362687,False,3,9,0.56,,9,9,677960,683003,2024,,,,,,,,,,,,,,,,,,,1.0,0.5427435387673957,0.4572564612326043,-130.0,110.0,fanduel,fanduel,,,0.04140786749482395,0.015530815109343954,-0.015530815109343954,-0.012283835448845315,-0.07237614314115315,,,,0.0,0.0,0.0,
745037,2024-03-30,TEX,CHC,Texas Rangers,Chicago Cubs,0.622,0.378,9.035,4.345546570916023,True,11,2,0.622,,9,9,674003,543294,2024,9.5,0.413,0.587,0.5086640097036909,0.49133599029630914,-114.0,-106.0,fanduel,fanduel,-0.02869920291110728,0.02869920291110728,,,,0.0,0.0,0.0,,1.0,0.5369611539091952,0.4630388460908048,-126.0,108.0,fanduel,fanduel,,,0.038291354663036126,0.07653496148172434,-0.07653496148172434,0.10039779427260159,-0.19607192001311258,home,-126.0,0.07653496148172434,0.03162530519586951,316.25,250.99,1.0
745436,2024-03-30,SDP,SFG,San Diego Padres,San Francisco Giants,0.6990000000000001,0.30099999999999993,8.35,4.165033013074447,False,6,9,0.6990000000000001,,9,9,656302,663855,2024,7.5,0.538,0.462,0.47639484978540764,0.5236051502145922,100.0,-122.0,fanduel,fanduel,0.018481545064377713,-0.018481545064377602,,,,0.0,0.0,0.0,,1.0,0.5369611539091952,0.4630388460908048,-126.0,108.0,fanduel,fanduel,,,0.038291354663036126,0.14583496148172437,-0.14583496148172437,0.22469779427260161,-0.3402159200131126,home,-126.0,0.14583496148172437,0.05,500.0,-500.0,0.0
746410,2024-03-30,HOU,NYY,Houston Astros,New York Yankees,0.597,0.403,10.089,4.868169984706779,False,3,5,0.597,,9,9,686613,573186,2024,9.0,0.5500550055005501,0.44994499449944997,0.5,0.5,-110.0,-110.0,fanduel,fanduel,0.015016501650164993,-0.015016501650164993,,,,0.0,0.0,0.0,,1.0,0.5506567324679315,0.44934326753206855,-134.0,114.0,fanduel,fanduel,,,0.03993929227574089,0.04170894077886167,-0.04170894077886167,0.0344296085055939,-0.12766254074813743,,,,0.0,0.0,0.0,
747221,2024-03-30,ARI,COL,Arizona Diamondbacks,Colorado Rockies,0.595,0.405,10.848,4.957710762035236,False,4,9,0.595,,9,9,674072,596295,2024,9.5,0.558,0.442,0.5,0.5,-110.0,-110.0,fanduel,fanduel,0.01739999999999997,-0.01739999999999997,,,,0.0,0.0,0.0,,1.0,0.6154910096818811,0.3845089903181189,-178.0,150.0,fanduel,fanduel,,,0.04028776978417259,-0.018441908713693,0.018441908713693,-0.06753005579125682,0.007377247579529844,,,,0.0,0.0,0.0,
746168,2024-03-30,LAD,STL,Los Angeles Dodgers,St. Louis Cardinals,0.72,0.28,9.535,4.47736250486824,False,5,6,0.72,,9,9,808967,458681,2024,8.5,0.552,0.448,0.4891657638136511,0.5108342361863488,-105.0,-115.0,fanduel,fanduel,0.018850270855904683,-0.018850270855904627,,,,0.0,0.0,0.0,,1.0,0.6734574519933717,0.3265425480066283,-235.0,194.0,fanduel,fanduel,,,0.0416285917352015,0.04188829320596543,-0.04188829320596543,0.019748189965012486,-0.16311649088605118,,,,0.0,0.0,0.0,
745278,2024-03-30,SEA,BOS,Seattle Mariners,Boston Red Sox,0.592,0.40800000000000003,6.808,3.6363630181817657,True,4,3,0.592,,9,9,669302,676710,2024,7.5,0.383,0.617,0.47639484978540764,0.5236051502145922,100.0,-122.0,fanduel,fanduel,-0.028018454935622272,0.028018454935622383,,,,0.0,0.0,0.0,,1.0,0.5857068876229934,0.4142931123770066,-156.0,132.0,fanduel,fanduel,,,0.04040948275862055,0.0056638011393059795,-0.005663801139305924,-0.029545536390072846,-0.05197999792853436,,,,0.0,0.0,0.0,
747062,2024-03-31,BAL,LAA,Baltimore Orioles,Los Angeles Angels,0.673,0.32699999999999996,10.381,4.551245873384562,False,1,4,0.673,,9,9,669330,672282,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745602,2024-03-31,PHI,ATL,Philadelphia Phillies,Atlanta Braves,0.42100000000000004,0.579,7.912,4.4661231510114,True,5,4,0.42100000000000004,,9,9,624133,519242,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746739,2024-03-31,CIN,WSN,Cincinnati Reds,Washington Nationals,0.633,0.367,9.731,4.586353562472042,True,6,5,0.633,,9,9,607259,663623,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745115,2024-03-31,TBR,TOR,Tampa Bay Rays,Toronto Blue Jays,0.42900000000000005,0.571,8.322,4.127022655619908,False,2,9,0.42900000000000005,,9,9,542888,592332,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746090,2024-03-31,MIA,PIT,Miami Marlins,Pittsburgh Pirates,0.45,0.55,9.011,4.49987544272061,False,7,9,0.45,,9,8,669432,663559,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745845,2024-03-31,NYM,MIL,New York Mets,Milwaukee Brewers,0.46900000000000003,0.5309999999999999,8.86,4.459865468823023,False,1,4,0.46900000000000003,,9,9,656731,607067,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746332,2024-03-31,KCR,MIN,Kansas City Royals,Minnesota Twins,0.40900000000000003,0.591,9.445,4.50654801372403,True,11,0,0.40900000000000003,,9,9,663903,641927,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746815,2024-03-31,CWS,DET,Chicago White Sox,Detroit Tigers,0.389,0.611,7.655,4.08484699835869,False,2,3,0.389,,9,9,607200,656427,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746413,2024-03-31,HOU,NYY,Houston Astros,New York Yankees,0.41400000000000003,0.586,10.836,4.949252872909203,False,3,4,0.41400000000000003,,9,9,641585,657376,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745035,2024-03-31,TEX,CHC,Texas Rangers,Chicago Cubs,0.552,0.44799999999999995,9.189,4.459067054889397,False,5,9,0.552,,9,9,592351,696136,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745683,2024-03-31,OAK,CLE,Oakland Athletics,Cleveland Guardians,0.467,0.5329999999999999,7.971,3.8938617078679103,True,4,3,0.467,,9,9,621112,471911,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747222,2024-03-31,ARI,COL,Arizona Diamondbacks,Colorado Rockies,0.68,0.31999999999999995,9.703,4.659698595402926,True,5,1,0.68,,9,9,694297,663372,2024,8.5,0.559,0.441,0.5,0.5,-113.0,-113.0,fanduel,fanduel,0.01770000000000005,-0.017699999999999994,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,
